-0.71782154	-2.2863128	-0.23140933	1.7055985	3.194551
1.9740034	-1.7947855	-2.2298338	0.48013806	3.5707982
-1.4447984	-0.66510576	2.554767	1.0740335	-4.836832
-0.42441946	1.3530641	-1.138052	-0.16822976	6.203886
1.7157837	-1.3020339	-1.6977918	-1.707158	1.2518607
0.40990457	0.941398	-1.6382344	-1.0246253	2.8735983
-1.3499928	0.34028336	-0.13150859	3.0743382	1.8453994
0.6726608	-1.5964946	0.08519929	-1.6383556	0.226733
-0.86681944	2.4984367	2.060674	1.0955516	-3.15684
0.7083858	0.9198867	-1.7636691	2.0727057	3.42093
0.3478227	-0.33879858	-3.074594	-2.6948135	2.2258103
1.525787	1.1507437	0.60529417	0.64697516	0.6185701
-0.4213992	-0.50601757	-1.016419	1.6683015	2.3819668
0.44068256	-0.7954368	0.42286843	-0.5789554	-0.5293629
1.5572299	-1.5761602	-2.875192	1.163218	3.6474843
0.6243803	-0.28977233	-0.6509507	0.7148748	1.4212689
1.8435766	0.8749513	-2.4216409	-0.37135547	1.4819999
0.23759642	0.19594853	-1.892484	2.0162735	3.79795
-2.003173	1.0879272	-0.653426	2.0990655	2.682784
0.29005426	1.0760813	-0.6789602	-2.1158109	0.15057996
-1.4514241	2.4480197	-1.4321705	1.6857424	3.1000853
-0.22981678	-0.8090834	-0.5654918	1.4894967	-0.3223872
-1.595807	-1.143005	-2.053461	-1.7358669	2.2453096
0.24695425	-0.5522353	-1.470222	0.43952096	3.8740814
1.397908	-2.8428254	-2.8082337	2.2636607	4.008338
0.1312158	-0.2619121	0.5005029	0.64832896	-1.7980095
-0.18614051	-2.8379283	-1.983189	2.5887935	2.849105
-0.7007375	-2.1656702	0.8829104	-0.7583877	1.7524853
-0.8342381	-1.5198869	0.76222867	-0.6325109	1.5163333
-2.1215138	-0.43756178	-0.97939414	-1.9955525	-0.13266627
2.083571	-0.868019	-2.8907278	1.4073714	3.8586025
-0.16938333	1.6437206	2.283621	2.037114	-0.16515206
0.59404373	-0.931695	-0.7919793	3.9889843	1.5812881
1.1529452	1.545758	4.3464036	1.1422759	-5.5235996
-1.6515926	3.3096051	-0.42187238	-0.55171704	-1.3978842
0.33291873	-0.6985679	-2.6947258	0.5942829	3.7669778
-0.20889431	-1.0920111	-0.4969083	0.7554671	2.4349623
1.0052514	0.2062229	-1.9577368	0.6110619	0.19146675
1.0305349	1.3495717	-0.7002048	3.2580535	5.9879
-2.1952674	0.43682343	3.312757	2.4391103	-2.608575
-0.7410266	1.5067997	0.42276853	-0.72979254	-1.4030836
-0.8124412	-0.96031135	-2.9044728	-1.8277825	3.2264898
-0.8527842	0.8631576	-0.13270818	-1.9735256	1.8449515
-0.9164868	0.1836053	1.9929814	0.25461206	-3.1373703
0.7622561	-0.6297336	-0.27478337	-0.34083152	0.83302367
1.1244397	0.99362475	-1.4568985	-0.09449486	0.12623124
0.7324975	-2.0634756	-1.1301714	1.7624596	3.0943537
-2.943873	-0.08739779	-0.7179676	-2.2834234	1.807853
-1.1533105	1.0770258	2.2745254	-0.12041174	-3.1326678
-0.5713795	0.029272534	-1.139511	-0.5238552	3.0883908
-2.0526514	0.18144867	2.7701552	2.372237	-1.183251
-0.6715738	0.20462342	1.8716652	1.4864124	-3.0559654
0.027182937	0.67779684	2.905285	0.6123202	-3.1171348
-1.0353085	-0.7243392	-2.104853	1.7473086	2.0288756
0.20519528	1.938477	1.2335966	-1.1512276	-0.6417781
-0.61499614	0.7860666	1.5635546	1.1630892	-2.314093
0.19979656	1.8990344	-1.1226273	1.1293378	1.4348418
-1.1510888	-0.03770006	-2.3854244	-3.139882	1.6066194
-1.4193329	-1.8389126	-0.28012332	-0.5626802	1.2800084
0.72949713	-1.3720455	-0.13272172	-1.6501213	-0.19091566
1.4030375	2.1927335	-0.007707276	0.18163046	-0.3463745
2.9112675	-2.3102202	-1.6240048	0.62001246	1.2325441
-0.0259608	0.81487453	0.9409547	1.4456525	1.3534389
0.5932388	-0.82941204	-1.1262608	-0.73116	0.18738599
1.9265013	-0.56951755	-1.5905393	-0.62392265	1.8589735
0.95942885	-0.08177213	-0.70564234	-0.38693893	3.469433
0.12886846	0.52656555	-2.4615119	-2.0024939	1.5078342
0.8952155	-0.46991184	0.34663612	-1.6201895	0.0813493
-0.94042534	-2.0702276	0.53128105	0.49380597	-1.1931367
-1.086108	1.2400739	-3.0965035	-0.14888242	2.8819177
-0.27177176	1.3595722	-0.6349952	-0.14572701	-0.7127788
0.44823244	0.0010274922	-1.8312563	-1.755343	1.3374001
-2.2659001	-0.22991431	0.2549571	1.5107723	-1.6381345
0.45858127	-1.5860156	-0.98523986	-1.3602761	1.1592665
1.0529777	-0.030449146	0.039882742	1.6730733	-1.8286949
-0.61818326	0.78124994	-2.0634682	0.58751565	0.049873468
-0.24729586	0.75900805	-0.66280043	0.32309553	1.7269115
0.86418724	0.19133994	0.4770592	0.24816814	-1.8432425
0.44502142	-0.58407825	-1.2725326	0.4431648	0.15559734
-1.9357783	-1.0326688	-0.54409415	-1.2736801	3.202006
-1.0678301	-0.43008628	0.76337075	-1.1040475	1.5314025
2.0095747	-0.62371475	-2.1489866	-1.6026767	2.4911754
1.2190299	0.63122046	-0.8814011	1.9505734	-0.3388478
1.5341468	-2.0114083	-1.9512324	1.4408187	0.4559309
-2.0044224	-1.3201641	-1.5136404	2.9278386	4.303288
0.04884901	0.28019175	-0.8448092	1.2699165	0.039208397
-0.47949445	-0.7520258	-0.99960196	2.8987799	4.00632
-0.64196634	1.9678222	0.3182473	-0.031095222	-2.5131793
3.3277347	-1.0855436	-2.8742564	-1.7542397	4.548207
0.564953	-1.7602243	-1.6186671	-1.7606725	1.5156558
0.59084946	0.3072659	0.94471085	0.7578462	-2.1561763
0.8652249	-1.1014224	-2.8206708	1.4186578	0.8288321
-1.758904	-1.761373	-2.0912895	-0.63429976	2.776311
2.287474	0.35727468	-0.6275135	-1.6911039	1.972042
1.4147366	0.6004029	-2.056649	-2.467274	0.16731761
-1.2545849	0.45986083	2.6393607	1.8744456	-3.0762763
2.9594593	-1.864914	0.7509511	-1.8352557	0.5318626
1.3676916	-0.3841045	-1.3701887	1.8849986	2.658884
0.30544496	2.1354938	4.220419	2.0820632	-3.6119335
-0.18318005	-1.01729	-0.56627643	-0.34571505	1.857919
-0.6240788	-1.1909842	-0.68533397	-1.5877601	1.9904531
-0.42711383	-0.607339	-2.1569943	0.13636994	2.6383927
-1.3660887	-0.060797635	-2.8287942	2.4533603	4.08743
-2.3541791	0.37084466	-0.8739648	-1.0491233	-0.51471967
-0.04385666	0.40528566	1.6510159	2.0640118	-2.8336813
1.2309898	-0.73860955	-0.30431256	0.71584755	0.86007655
-0.31416544	1.0991342	2.0819583	2.7089956	-2.7622545
-2.2839122	0.9771817	2.1328652	0.36035085	-3.7474155
-0.12625764	-0.34195024	-0.73662776	-0.34495687	2.130693
0.67971224	-0.6398614	-1.8915608	2.4982498	5.1365724
-2.0246549	-0.5213672	0.05737141	0.26955506	-0.48183748
-0.78575796	-0.5482039	0.038844313	0.11967291	2.437412
-0.6890176	-0.042560473	-1.3880422	0.15488628	1.7424493
